Section,Question,Answer
Financial Markets,What is a gold mutual fund?,A gold fund invests in gold ETFs or shares of gold mining companies. It provides gold exposure without holding physical metal.
Banking Terminology,What is a bank's interest rate risk?,Interest rate risk is the impact on a bank's earnings and capital when interest rates change unexpectedly. Rising rates reduce the value of fixed-rate bonds held by the bank.
Banking Terminology,What is a bank's operational risk?,"Operational risk is the risk of loss from failed internal processes, people, systems, or external events — like a system outage, fraud, or natural disaster."
Banking Terminology,What is market risk for banks?,"Market risk is the risk that changes in interest rates, forex rates, equity prices, or commodity prices will reduce the value of a bank's trading or investment portfolio."
Banking Terminology,What is a bank's reputation risk?,"Reputation risk is the potential for negative public perception — from fraud, poor service, or regulatory penalties — to damage the bank's customer base and business."
Banking Terminology,What is a bank's compliance department?,"The compliance team ensures the bank follows all laws, RBI guidelines, AML rules, KYC norms, and internal policies. Non-compliance can result in heavy penalties."
Banking Terminology,What is a bank's technology risk?,"Technology risk includes cyber threats, system failures, data breaches, and outdated IT infrastructure that can disrupt banking operations or expose customer data."
Banking Terminology,What is an enterprise risk management framework?,"ERM is a bank-wide approach to identify, assess, manage, and monitor all risks — credit, market, liquidity, operational — to protect the bank's stability."
Banking Terminology,What is a bank's non-interest expense?,"Non-interest expenses are operating costs — salaries, rent, IT, marketing, and depreciation — that are not directly related to interest on deposits or borrowings."
Banking Terminology,What is the difference between bank credit and bank debit?,"In banking, a credit is money added to your account (deposit, transfer received). A debit is money taken from your account (withdrawal, EMI, fee)."
Banking Terminology,What is a banker's acceptance?,A banker's acceptance is a short-term debt instrument issued by a company and guaranteed by its bank. Commonly used in international trade to finance imports.
Banking Terminology,What is the difference between gross and net NPA?,"Gross NPA is total bad loans before deducting provisions. Net NPA deducts the provisions already set aside, showing the actual uncovered risk."
Banking Terminology,What is a bank's capital buffer?,"A capital conservation buffer is an extra 2.5% of capital that banks must hold above the minimum CAR to absorb losses in stressful periods, as per Basel III norms."
Banking Terminology,What is liquidity risk in banking?,Liquidity risk is the risk that a bank can't meet its short-term obligations — like sudden deposit withdrawals — because it can't convert assets to cash quickly enough.
Basic Accounts,What is bank reconciliation for personal accounts?,"It's comparing your own transaction records with your bank statement to spot errors, missed entries, or fraud. A good habit to do monthly."
Digital Banking,What is a UPI mandate?,A UPI mandate is a standing instruction that allows a merchant or lender to automatically debit your account on specific dates for recurring payments like EMIs or subscriptions.
Loans & Interest,What is a balance transfer EMI?,"A balance transfer EMI moves your credit card outstanding balance to a personal loan with lower interest, converting it into fixed monthly instalments."
Operations & Security,What is a bank's cybersecurity policy?,"A bank's cybersecurity policy outlines rules for data protection, access control, incident response, and employee training to guard against digital threats."
General Finance,What is the time value of money?,"The time value of money means ₹1,000 today is worth more than ₹1,000 a year from now, because today's money can be invested to earn returns."
